"№","Название","Скидка/Список","ID игры","Платформа","Предзаказ","Обычная цена","Скидка %","Новая цена","Дата окончания","Цены изданий","Рус. озвучка","Рус. текст","Подписки","Ссылка","Дата релиза","Жанр","PEGI"
"940","Demeo x Dungeons & Dragons: Battlemarked","TOKYO GAME SHOW","PPSA28721","PS5","Нет","1.299,00 TL","35%","844,35 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014283","2025-11-20","Role Playing Games","PEGI_7"
"2239","Autopsy Simulator","TOKYO GAME SHOW","PPSA23605","PS5","Нет","1.015,00 TL","50%","507,50 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10011271","2025-04-02","Simulation","PEGI_16"
"674","Marvel vs. Capcom: Infinite","TOKYO GAME SHOW","CUSA06380","PS4","Нет","1.399,00 TL","88%","167,88 TL","2026-09-24","Marvel vs. Capcom: Infinite - Standard Edition: 1.399,00 TL; Marvel vs. Capcom: Infinite - Deluxe Edition: 2.099,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/224890","2017-09-18","Action","PEGI_12"
"674","Marvel vs. Capcom: Infinite","TOKYO GAME SHOW","CUSA06380","PS4","Нет","1.399,00 TL","88%","167,88 TL","2026-09-24","Marvel vs. Capcom: Infinite - Standard Edition: 1.399,00 TL; Marvel vs. Capcom: Infinite - Deluxe Edition: 2.099,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/224890","2017-09-18","Action","PEGI_12"
"635","CATAN","TOKYO GAME SHOW","PPSA07226","PS4, PS5","Нет","529,00 TL","80%","105,80 TL","2026-09-24","Deluxe: 169,80 TL; Super Deluxe: 1.299,00 TL; Complete Collection: 1.399,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004791","2023-02-23","Casual","PEGI_3"
"3409","Castaway","TOKYO GAME SHOW","PPSA24323","PS5","Нет","279,00 TL","70%","83,70 TL","2026-09-24","Castaway: 279,00 TL; Castaway: 279,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011669","2024-08-16","Action","PEGI_3"
"3409","Castaway","TOKYO GAME SHOW","PPSA24323","PS5","Нет","279,00 TL","70%","83,70 TL","2026-09-24","Castaway: 279,00 TL; Castaway: 279,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011669","2024-08-16","Action","PEGI_3"
"5043","Blightbound","TOKYO GAME SHOW","CUSA27669","PS4","Нет","849,00 TL","80%","169,80 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10000557","2021-07-27","Action","PEGI_16"
"5900","DATE A LIVE: Rio Reincarnation","TOKYO GAME SHOW","CUSA15766","PS4","Нет","1.299,00 TL","70%","389,70 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/228713","2019-07-25","Adventure","PEGI_12"
"2622","Offroad Rally Racing","TOKYO GAME SHOW","PPSA35122","PS5","Нет","215,00 TL","30%","150,50 TL","2026-09-24","Offroad Rally Racing: 215,00 TL; Offroad Rally Racing: 215,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018018","2025-12-19","Driving/Racing","PEGI_3"
"2622","Offroad Rally Racing","TOKYO GAME SHOW","PPSA35122","PS5","Нет","215,00 TL","30%","150,50 TL","2026-09-24","Offroad Rally Racing: 215,00 TL; Offroad Rally Racing: 215,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018018","2025-12-19","Driving/Racing","PEGI_3"
"207","THE FINALS","TOKYO GAME SHOW","PPSA12405","PS5","Нет","2.090,00 TL","75%","131,25 TL","2026-09-24","Year 1 Deluxe Edition: 2.090,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10006873","2023-12-08","Shooter","PEGI_12"
"3690","Stroke The Hamster","TOKYO GAME SHOW","PPSA09767","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Hamster: 85,00 TL; Stroke The Hamster: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005984","2022-10-22","Casual","PEGI_3"
"3690","Stroke The Hamster","TOKYO GAME SHOW","PPSA09767","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Hamster: 85,00 TL; Stroke The Hamster: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005984","2022-10-22","Casual","PEGI_3"
"7270","Hell Pie","TOKYO GAME SHOW","PPSA07508","PS4, PS5","Нет","875,00 TL","80%","175,00 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10004873","2022-07-21","Action","PEGI_16"
"7328","Hidden Through Time 2: Discovery","TOKYO GAME SHOW","PPSA22832","PS5","Нет","389,00 TL","50%","194,50 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10010909","2024-08-12","Puzzle","PEGI_7"
"4674","Armikrog","TOKYO GAME SHOW","CUSA04559","PS4","Нет","349,00 TL","75%","87,25 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/216067","2016-08-22","Adventure","PEGI_7"
"3348","Minute Of Islands","TOKYO GAME SHOW","CUSA17192","PS4","Нет","699,00 TL","90%","69,90 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/234861","2021-06-12","Unique","PEGI_12"
"4822","BAD END THEATER","TOKYO GAME SHOW","PPSA24380","PS5","Нет","429,00 TL","35%","278,85 TL","2026-09-24","BAD END THEATER: 429,00 TL; BAD END THEATER: 429,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011688","2025-07-10","Adventure","PEGI_16"
"4822","BAD END THEATER","TOKYO GAME SHOW","PPSA24380","PS5","Нет","429,00 TL","35%","278,85 TL","2026-09-24","BAD END THEATER: 429,00 TL; BAD END THEATER: 429,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011688","2025-07-10","Adventure","PEGI_16"
"2691","Relicta","TOKYO GAME SHOW","CUSA17918","PS4","Нет","699,00 TL","90%","69,90 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/235001","2020-08-04","Puzzle","PEGI_16"
"6094","Discolored","TOKYO GAME SHOW","PPSA36158","PS5","Нет","429,00 TL","55%","157,05 TL","2026-09-24","Discolored: 429,00 TL; Discolored: 349,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10013871","2026-02-24","Puzzle","PEGI_3"
"6094","Discolored","TOKYO GAME SHOW","PPSA36158","PS5","Нет","429,00 TL","55%","157,05 TL","2026-09-24","Discolored: 429,00 TL; Discolored: 349,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10013871","2026-02-24","Puzzle","PEGI_3"
"3474","Hidden Kittens: Kingdom of Cats","TOKYO GAME SHOW","PPSA29166","PS5","Нет","105,00 TL","50%","52,50 TL","2026-09-24","Hidden Kittens: Kingdom of Cats: 105,00 TL; Hidden Kittens: Kingdom of Cats: 105,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014614","2025-05-14","Puzzle","PEGI_3"
"3474","Hidden Kittens: Kingdom of Cats","TOKYO GAME SHOW","PPSA29166","PS5","Нет","105,00 TL","50%","52,50 TL","2026-09-24","Hidden Kittens: Kingdom of Cats: 105,00 TL; Hidden Kittens: Kingdom of Cats: 105,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014614","2025-05-14","Puzzle","PEGI_3"
"2267","Ultra Foodmess","TOKYO GAME SHOW","PPSA05576","PS5","Нет","139,00 TL","70%","41,70 TL","2026-09-24","Ultra Foodmess: 139,00 TL; Ultra Foodmess: 139,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003348","2022-02-23","Action","PEGI_3"
"2267","Ultra Foodmess","TOKYO GAME SHOW","PPSA05576","PS5","Нет","139,00 TL","70%","41,70 TL","2026-09-24","Ultra Foodmess: 139,00 TL; Ultra Foodmess: 139,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003348","2022-02-23","Action","PEGI_3"
"3475","Stroke The Horse","TOKYO GAME SHOW","PPSA11118","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Horse: 85,00 TL; Stroke The Horse: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006479","2023-01-19","Casual","PEGI_3"
"3475","Stroke The Horse","TOKYO GAME SHOW","PPSA11118","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Horse: 85,00 TL; Stroke The Horse: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006479","2023-01-19","Casual","PEGI_3"
"5086","Bocce","TOKYO GAME SHOW","CUSA34593","PS4","Нет","343,00 TL","30%","240,10 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005428","2022-06-25","Sport","PEGI_3"
"29","The Lord of the Rings: War in the North","TOKYO GAME SHOW","PPSA22721","PS5","Нет","927,90 TL","60%","139,60 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10010865","2026-08-11","Role Playing Games","PEGI_18"
"3594","Battle Engine Aquila","TOKYO GAME SHOW","PPSA27019","PS4, PS5","Нет","429,00 TL","55%","193,05 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013168","2025-05-20","Action","PEGI_12"
"5763","Crowns and Pawns: Kingdom of Deceit","TOKYO GAME SHOW","PPSA25784","PS4, PS5","Нет","699,00 TL","50%","349,50 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10012415","2025-02-27","Adventure","PEGI_12"
"7432","Hyper-5","TOKYO GAME SHOW","PPSA08305","PS4, PS5","Нет","429,00 TL","65%","150,15 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005349","2023-04-11","Action","PEGI_12"
"3995","Adam Wolfe","TOKYO GAME SHOW","PPSA19684","PS5","Нет","849,00 TL","20%","679,20 TL","2026-09-24","Adam Wolfe: 849,00 TL; Adam Wolfe: 849,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009545","2024-04-09","Adventure","PEGI_16"
"3995","Adam Wolfe","TOKYO GAME SHOW","PPSA19684","PS5","Нет","849,00 TL","20%","679,20 TL","2026-09-24","Adam Wolfe: 849,00 TL; Adam Wolfe: 849,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009545","2024-04-09","Adventure","PEGI_16"
"3694","Stroke The Fish","TOKYO GAME SHOW","PPSA10316","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Fish: 85,00 TL; Stroke The Fish: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006145","2022-11-06","Casual","PEGI_3"
"3694","Stroke The Fish","TOKYO GAME SHOW","PPSA10316","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Fish: 85,00 TL; Stroke The Fish: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006145","2022-11-06","Casual","PEGI_3"
"7995","Lifeless Moon","TOKYO GAME SHOW","PPSA21899","PS4, PS5","Нет","549,00 TL","50%","274,50 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10010085","2024-07-09","Action","PEGI_12"
"3674","Stroke The Beaver","TOKYO GAME SHOW","PPSA12234","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Beaver: 85,00 TL; Stroke The Beaver: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006802","2023-04-30","Casual","PEGI_3"
"3674","Stroke The Beaver","TOKYO GAME SHOW","PPSA12234","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Beaver: 85,00 TL; Stroke The Beaver: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006802","2023-04-30","Casual","PEGI_3"
"5674","Cooking Companions","TOKYO GAME SHOW","PPSA27180","PS5","Нет","649,00 TL","40%","389,40 TL","2026-09-24","Cooking Companions: 649,00 TL; Cooking Companions: 649,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013262","2025-04-29","Adventure","PEGI_16"
"5674","Cooking Companions","TOKYO GAME SHOW","PPSA27180","PS5","Нет","649,00 TL","40%","389,40 TL","2026-09-24","Cooking Companions: 649,00 TL; Cooking Companions: 649,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013262","2025-04-29","Adventure","PEGI_16"
"6859","Fuga: Melodies of Steel 3","TOKYO GAME SHOW","PPSA25219","PS4, PS5","Нет","1.749,00 TL","40%","1.049,40 TL","2026-09-24","Standard Edition: 1.749,00 TL; Deluxe Edition: 2.579,00 TL; Ultimate Edition: 2.999,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012099","2025-05-29","Role Playing Games","PEGI_12"
"7508","INAYAH – Life After Gods","TOKYO GAME SHOW","PPSA31250","PS5","Нет","774,00 TL","50%","387,00 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10015780","2025-08-18","Action","PEGI_16"
"3159","Gods Will Fall","TOKYO GAME SHOW","CUSA19024","PS4","Нет","525,00 TL","85%","78,75 TL","2026-09-24","Standard Edition: 525,00 TL; Valiant Edition: 104,85 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10000242","2021-02-12","Action","PEGI_16"
"6411","Elevator Action -Returns- S-Tribute","TOKYO GAME SHOW","CUSA30068","PS4","Нет","649,00 TL","50%","324,50 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003681","2022-11-30","Action","PEGI_12"
"6013","Dentist Bling","TOKYO GAME SHOW","CUSA58765","PS4","Нет","215,00 TL","50%","107,50 TL","2026-09-24","Standard Edition: 215,00 TL; Dentist Bling & Dessert DIY: 343,00 TL; Complete Edition: 300,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018937","2026-05-07","Simulation","PEGI_3"
"7088","Grand Slam Tennis","TOKYO GAME SHOW","CUSA34343","PS4","Нет","139,00 TL","30%","97,30 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005331","2022-06-23","Sport","PEGI_3"
"3450","Stroke The Tortoise","TOKYO GAME SHOW","PPSA10331","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Tortoise: 85,00 TL; Stroke The Tortoise: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006146","2022-11-09","Casual","PEGI_3"
"3450","Stroke The Tortoise","TOKYO GAME SHOW","PPSA10331","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Tortoise: 85,00 TL; Stroke The Tortoise: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006146","2022-11-09","Casual","PEGI_3"
"3625","Stroke The Rabbit","TOKYO GAME SHOW","CUSA36788","PS4","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Rabbit: 85,00 TL; Stroke The Rabbit: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006144","2022-10-04","Casual","PEGI_3"
"3625","Stroke The Rabbit","TOKYO GAME SHOW","CUSA36788","PS4","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Rabbit: 85,00 TL; Stroke The Rabbit: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006144","2022-10-04","Casual","PEGI_3"
"2440","Fishing Sim World: Pro Tour","TOKYO GAME SHOW","CUSA12376","PS4","Нет","139,80 TL","80%","175,80 TL","2026-09-24","Fishing Sim World: Pro Tour + The Catch: Carp & Coarse: 299,80 TL; Fishing Sim World®: Pro Tour Collector's Edition: 1.949,00 TL; Fishing Sim World®: Pro Tour - Lough Kerr + Talon Fishery: 109,80 TL; Fishing Sim World: Pro Tour Deluxe Edition: 879,00 TL; Fishing Sim World: Pro Tour + Quad Lake Pass: 1.749,00 TL; Fishing Sim World: Pro Tour: 139,80 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/232285","2018-09-18","Simulation","PEGI_3"
"6830","Freedom Planet","TOKYO GAME SHOW","CUSA08821","PS4","Нет","629,00 TL","50%","314,50 TL","2026-09-24","","Нет","Нет","","https://store.playstation.com/en-tr/concept/223023","2017-09-10","Action","PEGI_12"
"5011","Black Skylands","TOKYO GAME SHOW","PPSA13858","PS4, PS5","Нет","699,00 TL","75%","174,75 TL","2026-09-24","","Нет","Да","","https://store.playstation.com/en-tr/concept/10007383","2023-08-14","Action","PEGI_16"
"2835","3 on 3 Soccer","TOKYO GAME SHOW","PPSA31178","PS5","Нет","171,00 TL","30%","119,70 TL","2026-09-24","3 on 3 Soccer: 171,00 TL; 3 on 3 Soccer: 171,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015738","2025-06-27","Sport","PEGI_3"
"2835","3 on 3 Soccer","TOKYO GAME SHOW","PPSA31178","PS5","Нет","171,00 TL","30%","119,70 TL","2026-09-24","3 on 3 Soccer: 171,00 TL; 3 on 3 Soccer: 171,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015738","2025-06-27","Sport","PEGI_3"
"3684","Stroke The Cow","TOKYO GAME SHOW","PPSA11112","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-24","Stroke The Cow: 85,00 TL; Stroke The Cow: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006477","2023-01-06","Casual","PEGI_3"
"70","Resident Evil Requiem","TOKYO GAME SHOW","PPSA31246","PS5","Нет","3.449,00 TL","38%","2.138,38 TL","2026-09-24","Standard Edition: 3.449,00 TL; Deluxe Edition: 3.849,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10015533","2026-02-26","Action","PEGI_18"
"136","PRAGMATA","TOKYO GAME SHOW","PPSA02530","PS5","Нет","2.579,00 TL","20%","2.063,20 TL","2026-09-24","Standard Edition: 2.579,00 TL; Deluxe Edition: 2.999,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10002075","2026-04-16","Action","PEGI_16"
"82","Call of Duty: Black Ops","TOKYO GAME SHOW","PPSA34501","PS4, PS5","Нет","1.600,00 TL","50%","800,00 TL","2026-09-24","","Да","Да","","https://store.playstation.com/en-tr/concept/10017657","2026-07-09","Shooter","PEGI_18"
"69","Call of Duty: Black Ops II","TOKYO GAME SHOW","PPSA34502","PS4, PS5","Нет","1.600,00 TL","50%","800,00 TL","2026-09-24","","Да","Да","","https://store.playstation.com/en-tr/concept/10017658","2026-07-09","Shooter","PEGI_18"
"9","Forza Horizon 5","TOKYO GAME SHOW","PPSA22327","PS5","Нет","1.541,00 TL","60%","616,40 TL","2026-09-24","Standard Edition: 1.541,00 TL; Deluxe Edition: 2.055,00 TL; Premium Edition: 2.570,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10010647","2025-04-28","Driving/Racing","PEGI_3"
"141","Resident Evil 4","TOKYO GAME SHOW","PPSA07412","PS4, PS5","Нет","1.399,00 TL","75%","349,75 TL","2026-09-24","Standard Edition: 1.399,00 TL; Gold Edition: 1.749,00 TL; Remake Trilogy: 2.999,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10004473","2023-03-23","Horror","PEGI_18"
"250","DEATH STRANDING 2: ON THE BEACH","TOKYO GAME SHOW","PPSA02015","PS5","Нет","3.449,00 TL","38%","2.138,38 TL","2026-09-24","Digital Deluxe Edition: 3.849,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10001538","2025-06-25","Action","PEGI_18"
"137","Rust","TOKYO GAME SHOW","PPSA24616","PS5","Нет","2.149,00 TL","25%","1.611,75 TL","2026-09-24","Ultimate: 3.849,00 TL; Deluxe: 2.579,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/233072","2025-06-26","Shooter","PEGI_16"
"35","REANIMAL","TOKYO GAME SHOW","PPSA23372","PS5","Нет","1.749,00 TL","20%","1.399,20 TL","2026-09-24","Digital Deluxe Edition: 2.579,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10010999","2026-02-13","Horror","PEGI_18"
